text_no_emoji,lang,translated_text
posta outros modelos para q gente comparar pfv,pt,Post other models for us to compare PDF
ayuda,so,aid
buying,tr,buying
todo lo que se anda comiendo la rosalia muy bien por ella un ejemplo seguir,es,everything that is eating the Rosalia very well for her an example to follow
brandon flynn gusta más,es,Brandon Flynn likes more
yes chef,cy,Yes chef
te hemos perdonado rosalia,es,We have forgiven you Rosalia
huuuyyyyyy,fi,huuuyyyyyy
rosalía que bien comes mis respetos,es,Rosalia that you eat my respects
gah daaaaaamn,so,Gah daaaaaamn
god rosalia,cy,god rosalia
fermatelo,ro,stop it
bien alimentada la rosi,es,well fed the rosi
woofff woof woofff,af,woofff woof woofff
oh,fi,oh
yes chef,cy,Yes chef
mi humilde standard,et,mi humilde standard
fine,it,fine
yes,tr,yes
q lo visto crecer en shameless pensando suciamente,es,What seen growing in Shameless thinking dirty
totaaaaaaal mega hot ahahahhaua,so,totaaaaaaal mega hot ahahahhaua
dying,cy,dying
save jeremy save,sk,save jeremy save
pero dios santo,es,But holy God
te amo lip,it,I love you lip
come underwear,de,come underwear
yum,tr,yum
começou abençoado já,pt,started blessed already
te entiendo rosalia,es,I understand you Rosalia
good lord mercy,cy,good lord mercy
algarooooo,so,algaroooo
dichosa,es,Blessed
rosalia,lt,Rosalia
yes chef,cy,Yes chef
saoko papi saokoooo,tl,Saoko Papi Saokoooo
gets see everyday,af,gets see everyday
tanta información hace mal,es,So much information is wrong
hot,cs,hot
amazing job team,hu,amazing job team
neeeee,nl,neeeee
ay guapetón,es,is guapetón
rosalia le gusta esto jajajaja,et,Rosalia like this hahahaha
rosalia,lt,Rosalia
salen sus huevos revueltos la mesa chef,es,The chef table revolts come out
dai galleger passo e chiudo,it,From the Wales I pass and close
que bendición,es,What a blessing
damn,id,damn
jesus real,et,jesus real
woof,af,woof
servimos bem para servir sempre,pt,We serve well to always serve
complimenti,it,Well done
madre mía rosalia,es,My Rosalia mother
dying,cy,dying
yes chef,cy,Yes chef
god bless,cy,god bless
magnifique,fr,Magnificent
roman empire,pt,roman empire
ohhhhh,et,Ohhhhh
rosi buen ojo,fi,Rosi good eye
sedate,et,sedate
ah,so,ah
yes,tr,yes
chef,cy,chef
ay,tl,Ay
rosalía,es,rosalia
puedo dejar de verlo,es,I can stop seeing it
queria que ele temperasse colocasse numa panela cozinhasse e depois comesse,pt,I wanted him to season to put in a pan and then eat
misericórdia,es,compassion
isso aqui é um,pt,This is a
dear god,cy,dear god
feral,ca,feral
yes chef,cy,Yes chef
tank ck,hu,tank ck
rosalia,lt,Rosalia
nossaa lindo demais arrasou,pt,Our beautiful too much rocked
chef céyou,cy,chief Céyou
yes chef,cy,Yes chef
que bien come la rosalía,es,how well eat the Rosalia
nambree,tl,nambree
jungkook,et,jungkook
va bene lo stessooooooooo,af,Okay the sameoooooooo
molt,it,very
la rosalia,es,Rosalia
mare de deu santissima,fr,mother of ten most holy
yes chef,cy,Yes chef
majoooooor,so,majoooooor
sky limit,sq,sky limit
saka mıııı dyingggg,tr,Saka MIIII Dyinggg
crazyyyyyyyyyyyyy,fi,Crazyyyyyyyyyyy
muy buenos días q vivan los hombres,es,very good morning that men live
ahora entendemos rosalía eh eh,es,Now we understand Rosalia huh
ahora lo entiendo todo rosalia,es,Now I understand everything Rosalia
idola,cy,idol
sei tu,fi,it's you
dare,id,dare
calm calvin kline,it,calm calvin kline
dang even know dehydrated,da,dang even know dehydrated
lip gallagher,tl,lip gallagher
que tengas un lindo día,es,have a nice day
oh,fi,oh
giving girlies want,af,giving girlies want
como iba caer la motomami si le debe cocinar,it,How the Motomami was falling if it should cook
honey homeeee,nl,Honey homeeee
ok lip see,et,ok lip see
rosalia liking post,tl,rosalia liking post
oh god,cy,oh god
è,it,And
prefiero,ro,prefer
time alive jajajja,sl,time alive jajajja
jajajaja que tonta todo feed esta de el,es,hahahaha that dumb all feed is of him
looping,tl,looping
rosalia upgraded,es,rosalia upgraded
rosalía see girl,es,rosalía see girl
cannot stop biting lip rosalia que lindo,it,cannot stop biting lip rosalia que lindo
looks like miguel,et,looks like miguel
damn,id,damn
beh che dire,de,Well what to say
voglio essere quelle mutande,it,I want to be those underpants
rosalia te admiro,pt,Rosalia I admire you
actually unwell,cy,actually unwell
que bien come rosalia,es,how well eat Rosalia
bueno,es,bueno
te aplaudo de pie,es,I applaud you standing
excuse,pt,excuse
hoy conocí la envidia rosalía,es,Today I met Rosalia envy
mi servono esattamente quelle mutande lì,it,I need exactly those underwear there
аполлон,ru,Apollo
forse è il caso di dire santa rosalia,it,Perhaps it is appropriate to say Santa Rosalia
yes jaaaa,so,YES JAAAA
uf,de,uf
god,cy,god
esperemos que en se cumpla,es,Hopefully it will be fulfilled
wouuu la rosi,so,Wouuu la rosi
holy hell,cy,holy hell
que bien come rosalia,es,how well eat Rosalia
eres tú en,es,It is you in
mygod wat,cy,MyGod what
omg,sv,omg
feels nsfw,af,feels nsfw
trying imagine jungkook bts video,et,trying imagine jungkook bts video
lip forever favorite,no,lip forever favorite
rosalía idolaaa,so,Rosalía Idolaaa
tiene que estar contenta rosalía porque vaya pasada de hombre,es,You have to be happy Rosalia because it goes after a man
mr bear,da,mr bear
many yes,tr,many yes
direzione magistrale di,it,Master's direction of
rosalia tiene ganada su estrella michelin yes chef,es,Rosalia has won its star Michelin Yes Chef
maestro,pt,maestro
weird ad,cy,weird ad
maybe lesbian,so,maybe lesbian
daddy,cy,daddy
que bien compe la rosalia jajajaja,es,how well compensate the Rosalia hahahaha
ah,so,ah
poético,pt,poetic
carmy calvins,ro,carmy calvins
jkook è più figo,it,Jkook is more cool
illegale,it,illegal
behiiiiind,so,behiiiiind
rauw,cy,raw
yes chef,cy,Yes chef
damn,id,damn
el reel más largo de talca,es,The longest reel of Talca
somebody sedate,cs,somebody sedate
rosalía siempre te entendí,es,Rosalia I always understood you
ok,sk,ok
weak knees,af,weak knees
si,fi,and
parabéns aos envolvidos,pt,Congratulations to those involved
buonashera,tl,Buonashera
ahora entiendo todo,es,Now I understand everything
te miro te analizo te respeto,it,I look at you I respect you
te entiendo rosalia,es,I understand you Rosalia
well one damn good way start day,so,well one damn good way start day
ella sabe comer bien mis respetos,es,She knows how to eat my respects well
esos interiores son bellos ahora deberían bajarle el tamaño de las letras al cinto eso de marcas con letras enormes ya para qué tienen excelente diseño si es de buena tela confección desluce esas letrotas,es,Those interiors are beautiful now they should lower the size of the letters to the belt that of marks with huge letters and what they have excellent design if it is of good fabric preparation dazzles those letters
rosalía jajajajajaja,sl,Rosalia hahahahaha
till room stank,sv,till room stank
nossa senhora perpétuo socorrei,pt,Our Lady Perpetual Help
yes chef,cy,Yes chef
rhony reboot coded,cy,rhony reboot coded
needing take day work,af,needing take day work
rosalia certissima jantando bem,pt,Rosalia Certissima dinner well
rosaliaaaaaa,so,rosaliaaaaaaaa
que homem perfeito,pt,What a perfect man
yes cheffffffff,cy,Yes CheffffffffFF
ty god,cy,You are a year
estará de venta el modelo,es,The model will be for sale
rosalía get girl,hu,rosalía get girl
rosalia si come bien,it,Rosalia if you eat well
vabbè che meraviglia di uomo,it,oh well how wonderful wonder
homem tem q usar essa cueca branca de lei kkkkk,pt,Man has to use this white kkkkk law
yes chef,cy,Yes chef
get two hour reels,nl,get two hour reels
god damn,cy,god damn
rosalia liked post,et,rosalia liked post
santa calvin klein,fi,Santa Calvin Klein
paraaaa,tl,Paraaaa
sgamata e senza vergogna,it,Sgamata and without shame
siento las piernas,es,I feel my legs
much understand rosalia,sv,much understand rosalia
guus nevwr anything like jk,et,guus nevwr anything like jk
chris evans,nl,chris evans
todos entendemos ahora jeremiaaaaaasss,pt,We all understand Jeremiaaaaassss
yes chef,cy,Yes chef
isso é arte demais,pt,This is too much art
jskwnfksks boeno,af,jskwnfksks boeno
madre mía rosalía bájale,es,My my rosalía bájale mother
normal lo al natural,it,normal to the natural
oh dear god,cy,oh dear god
e porca puttªna però,it,and Puttª Però nut
happy new year,cy,happy new year
entiendo perfectamente,es,I understand perfectly
mi lesbianismo salido del grupo,es,My lesbianism out of the group
pow até pomba branca teve final,pt,Pow to white dove had end
reminds like boys,da,reminds like boys
bien ahí estoy orgullosa de ti,es,Well there I am proud of you
yes chef,cy,Yes chef
e questo,pt,and this
ti ringrazio questo mi è nuovo,it,thank you this is new to me
obsessed,et,obsessed
ottima interpretazione,it,Excellent interpretation
un grande artista questo è chiaro,it,A great artist this is clear
yes,tr,yes
eu quero um omelete,pt,I want an omelette
papi,tl,papi
jeje,sl,he he
que que isso,fr,that's it
wtf,cy,wtf
yes chef faints,cy,yes chef faints
non chiedetemi il colore di niente,it,Don't ask me the color of nothing
nossa chef,it,our chef
yes chef,cy,Yes chef
bravo,sk,bravo
con grandi doti,it,with great qualities
que belo dia pra ser vi,ca,What a beautiful day to be seen
lo más interesante fue la cadenita le queda muy,es,The most interesting thing was the chain is very
così è cattiveria,it,so it is badness
la rosalia le gusta eso,es,Rosalia liked that
next,cs,next
quien va decir que al clon de gene wilder nos lo quieren vender como sexy yo lo veo recuerdo del doctor frankenstein willy wonka en pelotas,es,Who is going to say that Gene Wilder wants to sell it to us as I see him I remember Dr. Frankenstein Willy Wonka in balls
yes chef yes chef yes chef yes chef,cy,Yes Chef Yes Chef Yes Chef Yes Chef
okay,fi,okay
meh,id,meh
amen,ca,amen
man willy wonka yet,so,man willy wonka yet
que isso philip galleger,fr,THAT THIS PHILLIP GALLAGHER
home,sk,home
pqp,sq,PQP
que bien está comiendo la,es,how well he is eating the
okay,tl,okay
rosalía supporting man liking,tl,rosalía supporting man liking
enjoy,sl,enjoy
much omg,sv,much omg
repeat,ro,repeat
amem,pt,amen
girls get get girls,nl,girls get get girls
la,es,the
uno criticando la rosalía,es,One criticizing the Rosalia
asking question,fr,asking question
gran campaña,es,Great campaign
de repente dieron ganas de comprar calzoncillos,es,Suddenly they wanted to buy underpants
quantas vezes você assistiu esse vídeo eu sim,pt,How many times have you watched this video I yes
run forest,no,run forest
ora capisco la rosalía,es,Now I understand Rosalía
great,ro,great
que bendición,es,What a blessing
omg,sv,omg
una diosa ella jeremy un dios,es,a goddess she Jeremy a God
go lip,tl,go lip
extraño jungkook el rey de la vistas millones de,es,strange jungkook the king of views millions of
caralho que gostoso,pt,fucking how tasty
gracias señor calvin klein,es,Thanks Mr. Calvin Klein
yes chef,cy,Yes chef
yes chef,cy,Yes chef
behind,de,behind
yes chef,cy,Yes chef
rosalia liking post,tl,rosalia liking post
wow,pl,wow
ahora entendemos todo rosalía,es,Now we understand all Rosalia
ti dissi ca,it,I told you about
much,sw,much
puedo con este hombre,es,I can with this man
happy girl rosália,hu,Happy Girl Rosália
joya,fi,joya
yes,tr,yes
q bendición,es,What a blessing
rosalia te observo te entiendo te respeto amiga esto es de motomami,es,Rosalia I observe you I respect you friend this is from Motomami
masterpiece,ro,masterpiece
fell knees,no,fell knees
jungkook bts ambassador ck,id,jungkook bts ambassador ck
el jk para cuando así en calzones,es,The jk for when in panties
blessing,no,blessing
rosalia like flex,no,rosalia like flex
drooling,af,drooling
mi sento male,it,I feel bad
man man man,tl,Man man
eres más lista que el hambre,es,You are smarter than hunger
bye,no,bye
bro ok,hr,bro ok
satttt,fi,satttt
versión contemporánea de un querubín pintado por caravaggio,es,Contemporary version of a cherub painted by Caravaggio
mi sento male,it,I feel bad
passei mal aq senhir,ca,I got sick here sir
jkook,et,jkook
che caldo,it,how hot
yes,tr,yes
sto qua da minuti,it,I'm here from minutes
cuide ese man catalina,es,Take care of that man Catalina
eeemmmm,nl,Mr.
в этой рекламе идеально все лип просто пушка бомба сочетание спортивного ролика с песней,ru,"In this advertisement, everything is perfect all the Lip just a gun bomb a combination of a sports video with a song"
understand question,fr,understand question
eyyyy rosalía,es,eyyyy rosalía
cousin,fr,cousin
okay lip,tl,okay lip
ah,so,ah
see rosalia,fi,see rosalia
parece una falta de respeto que jk haga algo así,es,It seems a disrespect that JK does something like that
melting,da,melting
great undies,de,great undies
espero el jk,es,I await the JK
li vedo tuoi like,fi,I see them your likes
um welp,de,um welp
okay,fi,okay
como mi amor,pt,Like my love
buenos días que vivan los hombres,es,good morning men live
bien ahi la rosi la miro la analizo la respeto,es,Well there the rosi looked at her I respect her
madre mia bajale,et,Mia Mother Lower
yes chef,cy,Yes chef
limit exist,ro,limit exist
hermana te miro te observo te analizo te respeto,pt,sister I look at you I observe you I respect you
woow,pl,wowow
jk,hr,jk
genetica es genetica q bestia desde shameless siempre ando con simetria este tio,es,genetic is genetic that beast from Shameless always walking this uncle with symmetry
mama mia,sw,Mama Mia
huh,sw,huh
yes chef,cy,Yes chef
quiero ser mamá,es,I want to be a mom
sì chef,cy,Yes chef
beautiful,fr,beautiful
motopapi,lt,Motopapi
dead,es,dead
feels illegal,ca,feels illegal
illegal,it,illegal
hung,vi,hung
okay lip,tl,okay lip
muero,es,I die
eu esperando jk fazer um vídeo assim até hj,pt,I waiting for JK to make a video like this to this day
hubiese preferido ver jungkook así,af,I would have preferred to see Jungkook like this
yes chef,cy,Yes chef
love,sl,love
oh god,cy,oh god
quien fuera rosalia,es,Who was Rosalia
dios mío por qué esta tortura,pt,My God why this torture
basta ti prego,it,Enough I pray
lo entiendo todo sabia que te tenías que comprometer tan pronto con rauw este caramelito tenéis que disfrutarlo,es,I understand everything I knew that you had to commit as soon as with Rauw this candy you have to enjoy it
complimenti alla rosalìa,it,Congratulations to Rosalìa
después de un rauw viene un jeremy,fr,After a rauw comes a Jeremy
occheiiiii,ro,occheiiiii
pienso comentar todas la publicaciones,es,I plan to comment on all the publications
insaneee xd,so,insaneee xd
yes,tr,yes
good,so,good
quienes somos para juzgar la rosi,es,Who are we to judge the rosi
entendió todo,es,understood everything
