text_no_emoji,lang,translated_text
ok thanks,en,ok thanks
direzione magistrale di,it,Master's direction of
yeeesss chef,en,yeeesss chef
rosalia tiene ganada su estrella michelin yes chef,es,Rosalia has won its star Michelin Yes Chef
maestro,pt,maestro
whoever came campaign use needs pay raise instantly,en,whoever came campaign use needs pay raise instantly
weird ad,cy,weird ad
maybe lesbian,so,maybe lesbian
infinity,en,infinity
daddy,cy,daddy
que bien compe la rosalia jajajaja,es,how well compensate the Rosalia hahahaha
ah,so,ah
many times many times,en,many times many times
poético,pt,poetic
carmy calvins,ro,carmy calvins
lol commercial hours long,en,lol commercial hours long
jkook è più figo,it,Jkook is more cool
illegale,it,illegal
behiiiiind,so,behiiiiind
actually got scared someone said human,en,actually got scared someone said human
rauw,cy,raw
yes chef,cy,Yes chef
damn,id,damn
el reel más largo de talca,es,The longest reel of Talca
somebody sedate,cs,somebody sedate
rosalía siempre te entendí,es,Rosalia I always understood you
ok,sk,ok
weak knees,af,weak knees
si,fi,and
parabéns aos envolvidos,pt,Congratulations to those involved
buonashera,tl,Buonashera
ahora entiendo todo,es,Now I understand everything
te miro te analizo te respeto,it,I look at you I respect you
te entiendo rosalia,es,I understand you Rosalia
well one damn good way start day,so,well one damn good way start day
ella sabe comer bien mis respetos,es,She knows how to eat my respects well
esos interiores son bellos ahora deberían bajarle el tamaño de las letras al cinto eso de marcas con letras enormes ya para qué tienen excelente diseño si es de buena tela confección desluce esas letrotas,es,Those interiors are beautiful now they should lower the size of the letters to the belt that of marks with huge letters and what they have excellent design if it is of good fabric preparation dazzles those letters
rosalía jajajajajaja,sl,Rosalia hahahahaha
till room stank,sv,till room stank
nossa senhora perpétuo socorrei,pt,Our Lady Perpetual Help
yes chef,cy,Yes chef
rhony reboot coded,cy,rhony reboot coded
needing take day work,af,needing take day work
rosalia certissima jantando bem,pt,Rosalia Certissima dinner well
damn carmy cook eat,en,damn carmy cook eat
rosaliaaaaaa,so,rosaliaaaaaaaa
que homem perfeito,pt,What a perfect man
yes cheffffffff,cy,Yes CheffffffffFF
ty god,cy,You are a year
estará de venta el modelo,es,The model will be for sale
rosalía get girl,hu,rosalía get girl
rosalia si come bien,it,Rosalia if you eat well
vabbè che meraviglia di uomo,it,oh well how wonderful wonder
homem tem q usar essa cueca branca de lei kkkkk,pt,Man has to use this white kkkkk law
yes chef,cy,Yes chef
get two hour reels,nl,get two hour reels
god damn,cy,god damn
rosalia liked post,et,rosalia liked post
santa calvin klein,fi,Santa Calvin Klein
paraaaa,tl,Paraaaa
sgamata e senza vergogna,it,Sgamata and without shame
siento las piernas,es,I feel my legs
much understand rosalia,sv,much understand rosalia
guus nevwr anything like jk,et,guus nevwr anything like jk
chris evans,nl,chris evans
thirst trap,en,thirst trap
see save wallpaper option,en,see save wallpaper option
todos entendemos ahora jeremiaaaaaasss,pt,We all understand Jeremiaaaaassss
yesss go jeremy get ck money honey,en,yesss go jeremy get ck money honey
yes chef,cy,Yes chef
isso é arte demais,pt,This is too much art
jskwnfksks boeno,af,jskwnfksks boeno
thank,en,thank
madre mía rosalía bájale,es,My my rosalía bájale mother
normal lo al natural,it,normal to the natural
oh dear god,cy,oh dear god
e porca puttªna però,it,and Puttª Però nut
yes chef,en,yes chef
happy new year,cy,happy new year
entiendo perfectamente,es,I understand perfectly
mi lesbianismo salido del grupo,es,My lesbianism out of the group
beat one,en,beat one
pow até pomba branca teve final,pt,Pow to white dove had end
reminds like boys,da,reminds like boys
bien ahí estoy orgullosa de ti,es,Well there I am proud of you
yes chef,cy,Yes chef
e questo,pt,and this
ti ringrazio questo mi è nuovo,it,thank you this is new to me
obsessed,et,obsessed
ottima interpretazione,it,Excellent interpretation
mean watched least times morning,en,mean watched least times morning
un grande artista questo è chiaro,it,A great artist this is clear
yes,tr,yes
eu quero um omelete,pt,I want an omelette
papi,tl,papi
jeje,sl,he he
yesssss chef,en,yesssss chef
que que isso,fr,that's it
good know still something good world,en,good know still something good world
wtf,cy,wtf
way heard swallow,en,way heard swallow
yes chef faints,cy,yes chef faints
yes chef,en,yes chef
hear something purring,en,hear something purring
non chiedetemi il colore di niente,it,Don't ask me the color of nothing
nossa chef,it,our chef
yes chef,cy,Yes chef
bravo,sk,bravo
con grandi doti,it,with great qualities
feel blessed shots,en,feel blessed shots
que belo dia pra ser vi,ca,What a beautiful day to be seen
lo más interesante fue la cadenita le queda muy,es,The most interesting thing was the chain is very
così è cattiveria,it,so it is badness
la rosalia le gusta eso,es,Rosalia liked that
next,cs,next
quien va decir que al clon de gene wilder nos lo quieren vender como sexy yo lo veo recuerdo del doctor frankenstein willy wonka en pelotas,es,Who is going to say that Gene Wilder wants to sell it to us as I see him I remember Dr. Frankenstein Willy Wonka in balls
yes chef yes chef yes chef yes chef,cy,Yes Chef Yes Chef Yes Chef Yes Chef
okay,fi,okay
meh,id,meh
amen,ca,amen
man willy wonka yet,so,man willy wonka yet
que isso philip galleger,fr,THAT THIS PHILLIP GALLAGHER
yes chef,en,yes chef
global ambasador ck jeans underware check commercial cks ig,en,global ambasador ck jeans underware check commercial cks ig
home,sk,home
pqp,sq,PQP
sorry illegal,en,sorry illegal
love ck underwear men think sexy wear,en,love ck underwear men think sexy wear
que bien está comiendo la,es,how well he is eating the
okay,tl,okay
rosalía supporting man liking,tl,rosalía supporting man liking
enjoy,sl,enjoy
yes chef bellísimo,en,yes chef bellísimo
much omg,sv,much omg
cannot breathe,en,cannot breathe
repeat,ro,repeat
amem,pt,amen
girls get get girls,nl,girls get get girls
yes chef,en,yes chef
la,es,the
man succeeding like makes bloody happy reason,en,man succeeding like makes bloody happy reason
uno criticando la rosalía,es,One criticizing the Rosalia
asking question,fr,asking question
gran campaña,es,Great campaign
de repente dieron ganas de comprar calzoncillos,es,Suddenly they wanted to buy underpants
quantas vezes você assistiu esse vídeo eu sim,pt,How many times have you watched this video I yes
run forest,no,run forest
ora capisco la rosalía,es,Now I understand Rosalía
oh yes chef,en,oh yes chef
great,ro,great
exactly thoughts,en,exactly thoughts
que bendición,es,What a blessing
omg,sv,omg
una diosa ella jeremy un dios,es,a goddess she Jeremy a God
ok love think around person,en,ok love think around person
gritty dirty sexy new york,en,gritty dirty sexy new york
go lip,tl,go lip
extraño jungkook el rey de la vistas millones de,es,strange jungkook the king of views millions of
caralho que gostoso,pt,fucking how tasty
gracias señor calvin klein,es,Thanks Mr. Calvin Klein
yes chef,cy,Yes chef
yes chef,cy,Yes chef
free,en,free
behind,de,behind
lip transformation years working bike shop,en,lip transformation years working bike shop
yes chef,cy,Yes chef
rosalia liking post,tl,rosalia liking post
wow,pl,wow
ahora entendemos todo rosalía,es,Now we understand all Rosalia
ti dissi ca,it,I told you about
much,sw,much
puedo con este hombre,es,I can with this man
happy girl rosália,hu,Happy Girl Rosália
thank calvin,en,thank calvin
joya,fi,joya
yes,tr,yes
q bendición,es,What a blessing
rosalia te observo te entiendo te respeto amiga esto es de motomami,es,Rosalia I observe you I respect you friend this is from Motomami
masterpiece,ro,masterpiece
fell knees,no,fell knees
jungkook bts ambassador ck,id,jungkook bts ambassador ck
way audibly gasped,en,way audibly gasped
el jk para cuando así en calzones,es,The jk for when in panties
blessing,no,blessing
rosalia like flex,no,rosalia like flex
drooling,af,drooling
mi sento male,it,I feel bad
man man man,tl,Man man
thank headed horny jail brb,en,thank headed horny jail brb
eres más lista que el hambre,es,You are smarter than hunger
good choice happy see finally choosing natural beauty campaign praise step,en,good choice happy see finally choosing natural beauty campaign praise step
bye,no,bye
bro ok,hr,bro ok
satttt,fi,satttt
versión contemporánea de un querubín pintado por caravaggio,es,Contemporary version of a cherub painted by Caravaggio
mi sento male,it,I feel bad
omfg yes yes chef pls,en,omfg yes yes chef pls
dear thank best ever yes done enough already,en,dear thank best ever yes done enough already
passei mal aq senhir,ca,I got sick here sir
jkook,et,jkook
che caldo,it,how hot
yes,tr,yes
sto qua da minuti,it,I'm here from minutes
cuide ese man catalina,es,Take care of that man Catalina
eeemmmm,nl,Mr.
в этой рекламе идеально все лип просто пушка бомба сочетание спортивного ролика с песней,ru,"In this advertisement, everything is perfect all the Lip just a gun bomb a combination of a sports video with a song"
understand question,fr,understand question
eyyyy rosalía,es,eyyyy rosalía
cousin,fr,cousin
okay lip,tl,okay lip
ah,so,ah
main character energy forever,en,main character energy forever
see rosalia,fi,see rosalia
parece una falta de respeto que jk haga algo así,es,It seems a disrespect that JK does something like that
melting,da,melting
great undies,de,great undies
espero el jk,es,I await the JK
li vedo tuoi like,fi,I see them your likes
yes chef,en,yes chef
um welp,de,um welp
okay,fi,okay
como mi amor,pt,Like my love
buenos días que vivan los hombres,es,good morning men live
please,en,please
bien ahi la rosi la miro la analizo la respeto,es,Well there the rosi looked at her I respect her
madre mia bajale,et,Mia Mother Lower
yes chef,cy,Yes chef
thanks calvin klein,en,thanks calvin klein
limit exist,ro,limit exist
hermana te miro te observo te analizo te respeto,pt,sister I look at you I observe you I respect you
woow,pl,wowow
jk,hr,jk
genetica es genetica q bestia desde shameless siempre ando con simetria este tio,es,genetic is genetic that beast from Shameless always walking this uncle with symmetry
mama mia,sw,Mama Mia
huh,sw,huh
yes chef,cy,Yes chef
watched whole thing,en,watched whole thing
quiero ser mamá,es,I want to be a mom
sì chef,cy,Yes chef
beautiful,fr,beautiful
motopapi,lt,Motopapi
rosalía literally eats chef,en,rosalía literally eats chef
dead,es,dead
feels illegal,ca,feels illegal
illegal,it,illegal
chef really got sauce spicy,en,chef really got sauce spicy
hung,vi,hung
okay lip,tl,okay lip
muero,es,I die
eu esperando jk fazer um vídeo assim até hj,pt,I waiting for JK to make a video like this to this day
grossly underpaid matter final figure lol,en,grossly underpaid matter final figure lol
hubiese preferido ver jungkook así,af,I would have preferred to see Jungkook like this
yes chef,cy,Yes chef
love,sl,love
oh god,cy,oh god
quien fuera rosalia,es,Who was Rosalia
dios mío por qué esta tortura,pt,My God why this torture
basta ti prego,it,Enough I pray
lo entiendo todo sabia que te tenías que comprometer tan pronto con rauw este caramelito tenéis que disfrutarlo,es,I understand everything I knew that you had to commit as soon as with Rauw this candy you have to enjoy it
complimenti alla rosalìa,it,Congratulations to Rosalìa
después de un rauw viene un jeremy,fr,After a rauw comes a Jeremy
occheiiiii,ro,occheiiiii
pienso comentar todas la publicaciones,es,I plan to comment on all the publications
insaneee xd,so,insaneee xd
yes,tr,yes
good,so,good
quienes somos para juzgar la rosi,es,Who are we to judge the rosi
entendió todo,es,understood everything
please stop,en,please stop
fino,it,until
something hard bear,en,something hard bear
rosi de cailv kerini calvin klein,ro,Rosi de Cailv Kerini Calvin Klein
yes chef,en,yes chef
de camino al hospital,pt,On the way to the hospital
blushing,en,blushing
yes,tr,yes
si,fi,and
voi siete pazzi,it,You are crazy
since shameless,en,since shameless
yas chef,cy,Yas chef
moreeee,nl,Mormeee
lovely collection,en,lovely collection
cannot stop seeing collection,en,cannot stop seeing collection
art purest form,fr,art purest form
grateful,ro,grateful
say yes chef three times conjure half naked jeremy,en,say yes chef three times conjure half naked jeremy
thank calvin,en,thank calvin
much ones wearing asking friend,en,much ones wearing asking friend
till jaw lockss,sv,till jaw lockss
da quando,pt,when
thanks calvin klein,en,thanks calvin klein
delightful,da,delightful
rosalia win,pl,rosalia win
ahora sí entiendo la,es,Now I understand the
going tag every one,en,going tag every one
yes chef,cy,Yes chef
getting control,it,getting control
